Timestamp,Text,Class
11/12/2020 20:40:58,"TO BE HOPEFUL in bad times is not just foolishly romantic. It is based on the fact that human history is a history not only of cruelty, but also of compassion, sacrifice, courage, kindness.
What we choose to emphasize in this complex history will determine our lives. If we see only the worst, it destroys our capacity to do something.",Optimistic
11/12/2020 20:41:14,"If we remember those times and places—and there are so many—where people have behaved magnificently, this gives us the energy to act, and at least the possibility of sending this spinning top of a world in a different direction.",Optimistic
11/12/2020 20:41:28,"And if we do act, in however small a way, we don’t have to wait for some grand utopian future. The future is an infinite succession of presents, and to live now as we think human beings should live, in defiance of all that is bad around us, is itself a marvelous victory.",Optimistic
11/12/2020 20:42:11,"I am so far from being a pessimist…on the contrary, in spite of my scars, I am tickled to death at life. For myself I am an optimist – it does not seem to be much use to be anything else.",Optimistic
11/12/2020 20:42:36,"Write it on your heart
that every day is the best day in the year.
He is rich who owns the day, and no one owns the day
who allows it to be invaded with fret and anxiety.

Finish every day and be done with it.
You have done what you could.",Optimistic
11/12/2020 20:42:49,"Some blunders and absurdities, no doubt crept in.
Forget them as soon as you can, tomorrow is a new day;
begin it well and serenely, with too high a spirit
to be cumbered with your old nonsense.",Optimistic
11/12/2020 20:43:10,"This new day is too dear,
with its hopes and invitations,
to waste a moment on the yesterdays.",Optimistic
11/12/2020 20:43:30,"Another way to be prepared is to think negatively. Yes, I’m a great optimist. but, when trying to make a decision, I often think of the worst case scenario. I call it ‘the eaten by wolves factor.’ If I do something, what’s the most terrible thing that could happen? Would I be eaten by wolves? One thing that makes it possible to be an optimist, is if you have a contingency plan for when all hell breaks loose. There are a lot of things I don’t worry about, because I have a plan in place if they do.",Optimistic
11/12/2020 20:44:28,"In this hour, I do not believe that any darkness will endure. Life has no remote….get up and change it yourself!",Optimistic
11/12/2020 20:44:48,One of the things I learned the hard way was that it doesn’t pay to get discouraged. Keeping busy and making optimism a way of life can restore your faith in yourself.,Optimistic
11/12/2020 20:45:04,"Optimism is a strategy for making a better future. Because unless you believe that the future can be better, you are unlikely to step up and take responsibility for making it so.",Optimistic
11/12/2020 20:46:44,"The longest way must have its close – the gloomiest night will wear on to a morning. There is some good in this world, and it’s worth fighting for.",Optimistic
11/12/2020 20:47:18,there’s no harm in hoping for the best as long as you’re prepared for the worst. Write it on your heart that every day is the best day in the year.,Optimistic
11/12/2020 20:47:39,"What is hope but a feeling of optimism, a thought that says things will improve, it won’t always be bleak [and] there’s a way to rise above the present circumstances.",Optimistic
11/12/2020 20:48:08,"It is the hopeful, buoyant, cheerful attitude of mind that wins. Optimism is a success builder; ",Optimistic
11/12/2020 20:48:45,When you have vision it affects your attitude. Your attitude is optimistic rather than pessimistic.,Optimistic
11/12/2020 20:49:04,"When you are asked if you can do a job, tell ’em, ‘Certainly I can!’ Then get busy and find out how to do it.",Optimistic
11/12/2020 20:53:32,"Success is not how high you have climbed, but how you make a positive difference to the world. Optimism is the foundation of courage.",Optimistic
11/12/2020 20:55:48,Optimism is the one quality more associated with success and happiness than any other. Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.,Optimistic
11/12/2020 20:56:26,"Cultivate an optimistic mind use your imagination, always consider alternatives, and dare to believe that you can make possible what others think is impossible.",Optimistic
11/12/2020 20:56:40,"Optimism inspires, energizes, and brings out our best. It points the mind toward possibilities and helps us think creatively past problems.",Optimistic
11/12/2020 20:56:59,"Due to the ups and downs of life, it can be tough to remain positive at certain times. During such times, a reminder that things will get better might be all you need. So hopefully, these quotes about optimism have elevated your state of mind and encouraged you to always hope for the best in life; regardless of circumstance.",Optimistic
11/12/2020 20:57:26,Becoming more optimistic can help you change your life and achieve your goals. Optimism can empower you to overcome your challenges and strive for success and happiness.,Optimistic
11/12/2020 20:57:49,Optimism is essential to achievement and it is also the foundation of courage and true progress.,Optimistic
11/12/2020 21:01:14,"Your future is looking so bright that I need sunglasses.
Keep being awesome, and I'll keep saying congratulations.",Joyful
11/12/2020 21:01:31,"I have so much pride in my heart right now. It might even be a sin.
You have performed extremely adequately.
I love it when good things happen to good people like you.",Joyful
11/12/2020 21:01:52,"My face has a proud smile because of you.
I don't know if anyone has ever told you this before, but I think you are pretty great.

Great things come from great people.",Joyful
11/12/2020 21:02:33,"I love your accomplishments almost as much as I love the person who did them.
Thanks for giving me a good reason to say congratulations!
You surprised me a little bit. I knew you were capable, but I didn't expect this level of accomplishment!",Joyful
11/12/2020 21:02:50,"Just when I thought you couldn't impress me anymore, you did.
I am proud of you. You have accomplished a lot. I look forward to seeing even more blessings come to you in the future.
You deserve all the great things that are coming. Enjoy!",Joyful
11/12/2020 21:11:40,"I love to see good things come to good people. This is one of those times.
The waiting is over! It's time to celebrate!",Joyful
11/12/2020 21:13:04,"I have always know that good things would come your way. Your persistence is paying off!
Sometimes I make a big deal about nothing, but this time I'm not exaggerating. Way to go!",Joyful
11/12/2020 21:13:20,"It's just one word, but it sums up what I want to express. Congratulations!
I need to congratulate both of us because I knew you'd be successful!
There's a time for everything, and right now is the time to say congratulations to you.",Joyful
11/12/2020 21:13:40,"Please stop giving me so many reasons to be impressed. I'm getting overwhelmed. There are only so many ways for me to say congratulations, and I've used up most of them.
Success like yours can't be bought.",Joyful
11/12/2020 21:14:02,"You don't settle for mediocre. You have gone above and beyond expectations.
I am successful just by knowing you. I'll congratulate myself.
Your future is no longer uncertain. You have achieved your goals.",Joyful
11/12/2020 21:22:12,"We are super excited to hear that you are going to be adding to your family soon. We hope and pray that the pregnancy and delivery all go smoothly.  We'll be praying for you and looking forward to meeting the newest member of the family soon!
You have received a great gift. With great gifts comes great responsibility. Let us know how and when we can help.",Joyful
11/12/2020 21:22:29,"We're happy to be able to share this exciting time with you as your family grows!
Babies are miracles. Congratulations on your little miracle.
New experiences are coming! We look forward to you sharing some of the details with us!",Joyful
11/12/2020 21:22:47,"Graduation marks the beginning of new opportunities. Continue to grow and learn, as I know you will.
You may be done with school for now, but you still get to continue to learn!
All good things must come to an end, and now you have to face reality.",Joyful
11/12/2020 21:23:03,"Hey, you finally did it! Congratulations on your graduation, and we know that you deserve everything that is coming to you... and the good things that will come from your new degree.
A diploma is symbolic of the hard work you put in. Now take that recognition and do something great!",Joyful
11/12/2020 21:23:23,"​I hope your new home provides you with many future moments of enjoyment.
Any great king and queen need a great castle. Congratulations for getting yours.
What a fun thing it is to move into a new place. Have fun!",Joyful
11/12/2020 21:23:45,"Congratulations on your big move! I hope that you enjoy your new environment whether you are hanging out or working out in the yard. It's good to see someone like you blessed with a great home.
Home ownership is a fun thing. I am wishing you enjoyment and years of blessings from your new home.",Joyful
11/12/2020 21:24:04,"May your new position be fulfilling and serve as a doorway to blessings for you!
Congratulations on getting a job. I hope that you will enjoy all the new benefits that come with it.  I know you will do great in your new position.
It's my job to congratulate you and wish you a great start to your new job.
It's great to hear that your talents and skills are being recognized by a smart employer!",Joyful
11/12/2020 21:24:24,"I have to admit that I'm a little jealous of you for getting to retire.
You have forever to relax now. Congratulations on your retirement!
Congratulations on being able to finally call it quits and do all the things that you want to do.",Joyful
11/12/2020 21:24:51," May you look back at your work and see that you did a good job.
I wish you the best as you move on from work to even more important pursuits.",Joyful
11/12/2020 21:25:11,"We wish you the best in all of your new titles and adventures. Husband and wife are just the beginning.
Congratulations on becoming Mr. and Mrs. I love to see really cool people like you get hitched",Joyful
11/12/2020 21:25:25,"You guys are blessed to have each other and I am glad to know you guys. Have fun!
The best part of being married is getting to hang out with your best friend the rest of your life. Congrats!
You, two beautiful people, are even more beautiful as a couple.",Joyful
11/12/2020 21:26:20,"Heartiest congratulations to you on your success. I am really happy that you are able to achieve your targeted goal and have come out successful with flying colors.
You hard work has paid off and I must say I am so proud of you.",Joyful
11/12/2020 21:26:43,"Congratulations on your engagement!. I'm so happy that you found someone who makes you and your heart happy. It is indeed a happy and proud moment and I am glad to know that you are finally going to settle in life. As you prepare for your big day, that is DD/MM/YYYY, accept best wishes, Do not forget to enjoy every bit of the wedding the love that you get from all, the fun and every event of your wedding. This is going to be such a happy day. Do not forget to enjoy every bit of the wedding and most importantly, remember that this day is just about you and your soon to be husband so enjoy to the fulles.I am sorry for not being able to make it to your engagement. But, don't you worry, I will be flying to your place on wedding day.",Joyful
11/12/2020 21:27:04,"I and your uncle are delighted to hear that you have passed your graduation with flying colors. Accept my heartiest congratulations on your success. It must be a proud moment for you and your parents that you have completed your degree without any backlogs. I am overjoyed that you are reaping the fruits of your labor. Keep working hard, make bigger goals and try to achieve them. I also feel the parental pride in your success.
",Joyful
11/12/2020 21:27:48,We know you have achieved it because of your hard work and perseverance. I genuinely feel this is quite an achievement as well as a call for special celebrations. Youngsters like you constantly remind me that anything can be achieved by patience and hard work. My best wishes are with you; keep yourself focused and determined.,Joyful
11/12/2020 21:28:06,"I am delighted to hear that you have passed your graduation with flying colors. Accept my heartiest congratulations on your success. I am overjoyed that you are reaping the fruits of your labor. Keep working hard, make bigger goals and try to achieve them.
",Joyful
11/12/2020 21:28:20,We know you have achieved it because of your hard work and perseverance. I genuinely feel this is quite an achievement as well as a call for special celebrations. Youngsters like you constantly remind me that anything can be achieved by patience and hard work. My best wishes are with you; keep yourself focused and determined.,Joyful
11/12/2020 21:28:44,"Congratulations on your new venture, opening your restaurant It sounds like an exciting opportunity, and I'm looking forward to you watching your progress as the business develops.

People who enjoyed your cooking will sure become your regular clients as word gets out about your grand opening of a new restaurant. your menu is sure to please hungry diners.

If there is anything at all I can do to promote your new business, please let me know. I'd be glad to assist however I can if I can be of help.",Joyful
11/12/2020 21:29:00,"Heartiest congratulations to you Sir and Madam on the arrival of a new born into your life. I am happy to hear that the baby is healthy and everything went well. I will pray for the wellness of your family and hope you get a wonderful time with your family and babyhood is filled with lots of fun, love, and cuddles.

I once again wish you and your family love, health, and happiness and also good luck for the newest member of your family.",Joyful
11/12/2020 21:29:27,"Congratulations on your new job!
I'm so sad that you'll be leaving us,
But I wish you good lick in all your future endeavors.
I know that you'll make a great success of your new job.
Best wishes for success and keep in touch.
",Joyful
11/12/2020 21:29:43,"Heartiest congratulations my friend for getting a promotion
I am so happy for your success.
We know you have worked hard to achieve this position and I am sure you are going to excel further in your job.
My best wishes are with you for your continued success.",Joyful
11/12/2020 21:30:01,"Please accept my heartiest congratulations on your engagement. My warm wishes are with you for a lifetime of joy and togetherness. I wish your love reaches new heights and your pair be the cutest Congratulations to you both, wish you all the luck and happiness.",Joyful
11/12/2020 21:30:18,"I am glad finally you have found a soul mate who has touched your heart in such a special way that you both have decided to live the rest of your life together. You both make a wonderful couple. My best wishes are with you, hope you start wonderful journey soon.

I wish your love blossoms like a flower and your relationship blooms with the fragrance of your love. Waiting eagerlyfor your marriage and all the good to happen",Joyful
11/12/2020 21:31:21,"You've found a soul mate, who has touched your heart in a special away congratulations on your engagement!
 
Congratulations on your Engagement! You make a wonderful couple. Wishing that this be just the start of a long and wonderful journey.",Joyful
11/12/2020 21:31:41,"On your Engagement my warm wishes for a lifetime of joy and togetherness…
 
Your love has reached new heights. May your sweet pair be always happy and in bliss of love. Congratulations On your Engagement and all the luck for the times to come.",Joyful
11/12/2020 21:32:09,"our dedication enthusiasm and insight are really inspiring. I wish you many years of great achievements. Congratulations !

Congratulations on your achievements ! You have made us all proud!

Hearty congratulations! And all the best wishes for future.",Joyful
11/12/2020 21:32:47,"Congratulations !
You always fulfill the expectations of the people around you. We expected your success, and here you have made it !

May the success that has come your way today lead you to a bigger achievement in the years to come.
Congratulations !",Joyful
11/12/2020 21:34:13,"What a fabulous job you did with the store renovations! The merchandise displays are wonderful, and the decor complements beautifully the atmosphere you are trying to create.

Without your thoughtful planning and oversight, an undertaking like this would have been nearly impossible.

Heartfelt congratulations and best wishes for your continued success.",Joyful
11/12/2020 21:34:30,"Congratulations on the success of your presentation to the management group yesterday. You answered every question confidently and thoroughly. I have no doubt we will get the contract due to your hard work and clear, concise explanation of our company’s products and achievements.

Thank you for spending the time to make sure we were represented in such a professional way.",Joyful
11/15/2020 18:56:52,"Sometimes I am not angry, I am hurt and there is a big difference. Not available for busy people. I do not exist to impress the world. I exist to live my life in a way that will make me happy.",Hostile
11/15/2020 18:57:28,"Everything is getting expensive except some people, they are getting cheaper. My phone screen is brighter than my future. Anger is a feeling that makes your mouth work than faster your mind. ",Hostile
11/15/2020 18:57:57,"This man, is man, a man, good man, way man, to man, keep man, an man, idiot man, busy man, for man, 30 man, seconds man! NOW READ WITHOUT MAN
",Hostile
11/15/2020 18:58:24,"Sometimes the best way to get someone's attention is to stop giving them yours.
People like to bring up your past, when your present and future look better than theirs.",Hostile
11/15/2020 18:59:11,To all u Haters!!! Thanks for making me famous. I don't give a Shit if u talk behind my back. It hurts the worst when the person that made you feel so special yesterday makes you feel so unwanted today.,Hostile
11/15/2020 19:00:13,"If I treated you the way you treat me, you would hate my guts.Had you asked for my life i would have sacrificed it with a smile but you have stripped me of my pride",Hostile
11/15/2020 19:00:38,"People always miss you more when they find out how much happier you are without them.
People change for one of two reasons: They have learned a lot, or they have been hurt too many times.
",Hostile
11/15/2020 19:01:11,If you fail and feels the shame then you are only few steps away from success. You get betrayed by people you never thought of.,Hostile
11/15/2020 19:01:54,"Does your ass ever get jealous of all the shit that comes out of ur mouth?
When you give lots of importance to someone, you loss your own importance in their life.",Hostile
11/15/2020 19:02:17,"There are no solutions when you only focus on the negative
Out of every negative is a positive.. its up to you to find out what it is and utilize it..
If you always focus on the negative you will never see the positive!!!",Hostile
11/15/2020 19:03:46,"Negativity is a cancer of the soul that spreads like the flu..
If you realized how powerful your thoughts are, you would never think a negative thought.
When life give u lemons, squeeze it in people's eyes .
I am take a nice long shit, so don't stress me !
Dont disturb me, I am disturbed enough already.
",Hostile
11/15/2020 19:04:33,"Please don't interrupt me while I'm ignoring you
Stop letting the world change you. Be yourself and change the world.
Just when I think things are looking up, here comes the Fuck up Fairy again. Why can't things go right for a change?
Looking at the past, yeah A Lot of it hurt but you know it only made me stronger.
You talk behind my back only because you are afraid to say things to my face.
",Hostile
11/15/2020 19:05:21,"why does no one ever want to talk in an elevator?
What you heard is not what I said. Listen better next time.
Think again before you assume, And next time dont be so quick to judge. You will never know what its like to be in my shoes.
is wishing that SOME people would understand that: ITS NOT ALL ABOUT YOU!!
Go ahead and ignore me,..I can play that game too, and I'm probably better at it than you are.
No time for disrespectful, immature, selfish individuals!
",Hostile
11/15/2020 19:06:32,"Ever notice its those people saying they hate drama that start it? It doesn't make sense to me.
is wondering if certain people have to work to be annoying or if it just comes naturally
The people that work hard don't get the credit.The people that just do nothing get everything.
There are a few people out there who are just like trees; they take forever to grow up.
ugh. your so fake i bet if you look at the bottom of your foot it say made in china
",Hostile
11/15/2020 19:07:12,"Life is to short to let other people get to you, If they can't handle who I am then I don't need them in my life!
I don't care about what others think about me, I just care about what I think about myself.
People are selfish now a days.
Don't tell me to change, I can't perfect myself anymore.
",Hostile
11/15/2020 19:07:37,"You killed what was left of the good in me.
I never dreamed about success. I worked for it.
If you don't like me remember it's mind over matter, I don't mind and you don't matter.
Be yourself because an original is worth more than a copy.
Yes i am selfish i don't want to share you with people.
",Hostile
11/15/2020 19:08:10,"I'm only selfish when it comes to you.
I done what i like, i don't care what you think?
I am who I am, your approval isn't needed.
I'd rather be hated for being real, than loved for being fake.
Be good to yourself, you are all you have got.
",Hostile
11/15/2020 19:08:44,"I am simple, complex, generous, selfish, unattractive, beautiful, lazy, and driven.
Beauty captures your attention, but personality captures your heart.
You left without a reason, so please don't come back with an excuse.
I'm born to express, not to impress.
If your ego speaks with me then my attitude replies to you.
",Hostile
11/15/2020 19:09:21,"Before you judge me, Make sure that you are perfect.
I don't treat people badly, I treat them accordingly.
My life ,my rule, that's my attitude 
If you don't want me , Dont fuck with my feelings.
Never Love Someone At The Cost Of Your Dignity And Self Respect...!!!
",Hostile
11/15/2020 19:10:18,"Beauty is only skin deep. Attitude is down to the bone.
You treated me like an option, so i left you like a choice
There are two ways to be happy: Change your situation, or change your mindset towards it.
Your attitude may hurt me, But mine can Kill You!!
I'm a very private person. You don't ask i don't tell.
",Hostile
11/15/2020 19:11:00,"I am not your toy.
Sometimes I want to treat people how they treat me But I don't because It's out of my character.
If you ever think I am ignoring you, I swear I am. My phone is in my hand 24/7 
Take care of Your Status, don't be care taker of My Status
If there is no one to hold your hand put your hands in your pocket and continue your walk.
",Hostile
11/15/2020 19:11:46,"Don't be afraid of being outnumbered , eagles fly alone. Pigeons flock together.
I am who i am and i won't change for anyone.
I don't care for people, who don't care for me.
Nobody can teach me who I am.
Yes, I'm smiling. But you are not the reason anymore.
",Hostile
11/15/2020 19:12:19,"Choose me or lose me. I am not a backup plan, and definitely not a second choice.
I don't go crazy. I am crazy. I just go normal from time to time.
Never, never, never, never give up.
There's a difference between somebody who wants you and somebody who would do anything to keep you. Remember that.
Before you judge me, Make sure that you are perfect.
",Hostile
11/15/2020 19:12:43,"I dont have enough middle fingers to show you how i feel.
Yes, i have changed. Pain does that to People.
Dear Girls, Stop comparing all guys with your ex. Not all of us are players and jerks.
The bravest thing I ever did was continuing my life when I wanted to die.
Show me, don't tell me.",Hostile
11/15/2020 19:14:20,"I don't fear commitment, I fear wasting my time.
I live, I love, I fight, I cry, but I never give up
How he treats you is how he feels about you.
Someone Asked me what is UR attitude then i simply replied... "" BEING SINGLE IS MY ATTITUDE
My attitude depends on the people in front of me.
",Hostile
11/15/2020 19:15:02,"I am not selfish but what is Mine is MINE . End of story
if you want me let me know, if you don't, please gently let me go.
They laughed at me because I'm different. I laughed at them because they're all the same.
I don't insult people , I just describe them.
Two fundamentals of cool life  Walk like you are the king OR walk like you don't care ,who is the king.
",Hostile
11/15/2020 19:15:23,"I trusted you but now your words mean nothing to me, because your actions spoke the truth.
If you like me Then raise your hand, If not then raise your standard.
Beauty Fades After Time, But Personality Is Forever!
Dear broken hearted girls , Hold your head up high and you middle finger higher , let him know what he is missing
Be a girl with a mind, a bitch with an attitude, and a lady with class.
",Hostile
11/15/2020 19:15:41,"I have no need for people who come to me when they need me,then throw me aside when they're fine.
This is how it goes. I will respect those who respect me & forget those who forget me. Simple as that.
When Sum One Hates You for no reason. Give them a reason.
Never give up on something you love
Excellence is not a skill, It is an attitude. 
",Hostile
11/15/2020 19:16:18,"If you want me, come and get me. If you want me to come, forget it.
Good girls are bad girls, who never get caught.
To keep a relationship, you must keep your business to yourself and your partner, The whole world doesn't need to know your problems.
If you still hate me!then No Problem!.
Problem is not a problem, but problem is that,is your attitude towards the problem.",Hostile
11/15/2020 19:16:38,"Girls are like parking spaces, all the good ones are already taken.
Seeing your ex go through what they put you through.. Priceless.
Stop asking for faithful girls, when you are too busy chasing hoes.
The only difference between a good day and a bad day is your attitude.
I don't trust easily. So when I tell you that ""I trust you"", please don't make me regret it.
",Hostile
11/15/2020 19:17:01,"I'm Not a Tumblr Girl, But I'm Beautiful
To all the girls that say gentlemen don't exist anymore: They do exist but gentlemen are attracted to ladies. Not sluts.
Don't even try and judge me dude,You have no idea what the Fuck I've been through.
If you want me let me know. If you don't, please gently let me go.
Putting in headphones, to avoid people's bullshit.
",Hostile
11/15/2020 19:17:17,"i am scared to see you with someone else.
Silence is the best way to react while angry.
I hate the moment when suddenly my anger turns into tears.
Silence is the best way to react while angry.
Some things can never be forgotten and nor forgiven.
",Hostile
11/15/2020 19:18:01,"There are no words to describe the anger and frustration that I am feeling right now.
Don't make so many promises when you can't even keep one.
Sometimes i am not angry, i am hurt and there's a big difference.
Itâ€™s better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleans the heart..
If I delete your number, you are basically deleted from my life.
",Hostile
11/15/2020 19:18:19,"Getting angry is actually punishing yourself with the mistakes of others.
Some people never realise the emotional and mental damage they do to others.
Your mistake is letting me go, my mistake was letting you in.
Nobody makes you angry, you decide to use anger as a response.
The same person who said the sweetest things to me also said some of the meanest things I've ever heard.
",Hostile
11/15/2020 19:18:44,"Never forget what someone says to you when they are angry, because that is when the truth comes out
When we don't know who to hate, we hate ourselves.
Some people need to open their small minds instead of their big mouths.
Anger is a feeling that makes your mouth work faster than your mind.
When you are angry, your text speed increases by a ridiculous amount.
",Hostile
11/15/2020 19:19:34,"For every minute you are angry . you lose sixty seconds of happiness Think about It
It sucks when you realize you rejected other people for that one person who wasted your time.
Anger is our natural defense against pain. So when i say i hate you, it really means you hurt me.
Everything is getting expensive except some people, they are getting cheaper
Anger is poison. You must purge it from your mind or else it will corrupt your better nature.",Hostile
11/15/2020 19:20:19,"I Forgive But Never Forgot.
I May Be Wrong. But I Doubt It.
Nobody Move. I Just Lost My Mind.
I Am Hot Dude With A Cool Attitude.
Sorry Vegetarians We Can'T Pretend.
",Hostile
11/15/2020 19:20:42,"Follow Your Heart But Don;T Be Stupid.
My Attitude Based On How You Treat Me.
I Not Perfect But I Am Limited Addition.
I aM Cool But Global Warming Made Me Hot.
Stop Checking My Status ! Go Get A Life!
",Hostile
11/15/2020 19:21:30,"I aM Not Nerd. I Am Just Smarter Than You.
I aM Sorry If I Change But You Changed Too.
I Am Who I Am. Your Approval Is Not Needed.
I aM Not Special , I aM Just Limited Edition.
Your Silence Is The Best Response To A Fool.
",Hostile
11/15/2020 19:22:03,"I Am Me And I Won'T Change Myself For Anyone.
Don'T Take My Kindness As A Sign Of Weakness.
Excellence Is Not A Skill. It Is An Attitude.
Everything That Kills Me Makes Me Feel Alive.
I'M Sorry My Fault. I Forgot You aRe An Idiot.
",Hostile
11/15/2020 19:24:48,"I have to request that due to some problems related to my admission abroad I will have to apply early for the admission process and secondly, they also require a passport for application purposes. (Describe in your own words). But the problem is that my passport is not ready yet. (Explain the actual cause and situation). I want to request to you, to please grant me the passport on urgent basis so that my admission process is not hindered. (Describe your requirements). I shall be very thankful to you.",Urgent
11/15/2020 19:25:35,"Date…

Concern Authority…

Passport Office,

Office Address…

Sub: Request for Urgent Passport

Respected Sir,

I have to request that due to . I shall be very thankful to you.

Yours Respectfully,
 
Your name…

Address…

Contact no. and Signature…",Respectful
11/15/2020 19:26:45,"It is stated that I have to apply for a foreign scholarship which required a valid passport. The normal time period for the processing of passport will not meet my requirement and I won’t be able to apply for the scholarship. (Describe in your own words). I am requesting you to please speed up the process of my passport application as you have an urgent passport plan available. (Explain the actual cause and situation). I am willing to pay the extra fees for it as per the urgent passport proceeding fees.

I hope to get my passport within the given time period of urgency. (Describe your requirements). I would be very thankful to you.",Urgent
11/15/2020 19:27:51,"Date…

Concern Authority…

Passport Office,

Office Address…

Sub: Request for Urgent Passport

Respected sir,

It is stated that I have to apply for a I am requesting you to.

I hope to get my passport within the given time period of urgency. (Describe your requirements). I would be very thankful to you.

Thank you!

Regards,

Your name…

Address…

Contact no. and Signature…",Respectful
11/15/2020 19:28:49,"Date…

The Principle…

Institute/School name…

Institute/School Address…

Sub: Apology for not attending Exam

Respected Sir,
So, I request to accept my apology and arrange an alternative exam day/paper day and supervisor for the exam.


 
Best Regards,

Name…

Subject name Department name…

Contact no. and signature…",Respectful
11/15/2020 19:30:07,"This letter is to update you that I need to take emergency leave starting today. My son just called me to tell me that my wife collapsed in the marketing store and has been reported to (Name of Hospital). I need to reach to the hospital early. I am yet not aware if she is critically ill, and will notify you as soon as I can.

I plan to rejoin to work the day after tomorrow on (DATE) because I need a day to assemble for someone to stay at our home for a few days until my wife is discharged from the hospital.

I have informed my teammates about my situation and am guaranteed that my work will not undergo during this time. I can be reached at (contact number)

Thank you for your deliberation at this worrying time. I look forward to receiving an affirmative reply.",Urgent
11/15/2020 19:31:36,"I received a surprising phone call early this morning concerning a terrible road accident involving my brother. I do not have much information to define his current condition. However, I am conscious that he has been admitted to LLM city Hospital, Nagpur. I will like to take some time off starting from (date), to get to the hospital where he was taken to in order to confirm the situation of things and take necessary actions.

I hope to rejoin work on 15 July 2020. I have handed over all the documents that are essential in the ongoing projects (Current Project Name) at to teammates and informed my manager on this matter. Members of my team would handle the bulk of my work during this short period of my nonexistence.

I can be reached on (Contact Number)",Urgent
11/15/2020 19:32:30,I am Sahil Zaheer writing for an urgent leave due to emergency at home. My mother and brother was going somewhere but unfortunately they faced a very severe accident. Both are injured and in hospital. There is no one for their lookafter. I request you to please approve my leave for atleast five days. I will be thankful to you.,Urgent
11/15/2020 19:33:11,"This letter is to inform you that I need to take emergency leave starting today. My daughter just called me to inform me that my wife collapsed in the grocery store and has been taken to Name of Hospital. I need to go to the hospital as soon as possible. I don’t as yet know if she is seriously ill, and will inform you as soon as I can.

I plan to return to work the day after tomorrow on DATE because I need a day to arrange for someone to come live in our home for a few days until my wife is discharged from the hospital.

I have informed my colleagues of my situation and am assured that my work will not suffer during this time. I can be reached at Phone Number at any time if you have any questions or would like more information. I can also be reached at Email Address.

Thank you for your consideration at this unsettling time. I look forward to receiving a positive response.",Urgent
11/15/2020 19:33:33,"Dear Sir,

I am writing this letter to request a leave of absence from work due to an emergency at home. I have been informed that my mother was taken ill this morning and has been admitted to the Health Care Facility. She had been suffering from a severe backache over the past week, with her condition worsening today.

I am sorry for the short notice of my request, but I will need to leave work at the earliest. I have handed over the supervision of my work to Mr. Atkinson, who will keep you in the loop. In case of any query, please feel free to call me on my cell phone. I shall report back to office as soon as I can.

I hope you will understand my position and grant me a leave for today. I apologize for the inconvenience caused by my absence.",Urgent
11/15/2020 19:34:22,"I am writing to inform you that I will be taking emergency family leave immediately due to the recent heart attack of my father. I will need to assess my father’s condition and be there with my mother during this time. I am tentatively planning for a return date of a week from today, September 25, 2014. I will be in regular communication to let you know the status of my return. I have informed my clients and have arranged for a colleague to handle any emergencies while I am gone. I am confident that my clients are in good hands during my absence.

You can reach me while I am away at (123) 456-7890 or email me at Sierra@Lyons.com in the event of an emergency or serious question. I will get back to you as soon as possible. Thank you so much for your consideration during this stressful time. I hope to return to work with a clearer head and better able to concentrate on my clients once I see to the family issues at hand.

I appreciate your time and will be eagerly awaiting your response.",Urgent
11/15/2020 19:35:13,"It’s important to follow any rules and regulations relating to leave in a person’s contract, but emergency leave will also be allowed. The person concerned needs to write a family emergency leave letter to their employer or head of human resources to request this type of leave.

Some companies have emergency leave policies and may require proof of the emergency such as a police report of an automobile accident or medical documents pertaining to an illness or other accident. ",Respectful
11/15/2020 19:35:39,"According to the Family and Medical Leave Act in the United States, people have the right to take leave from their work for legitimate family emergencies without worrying about losing their job or being demoted. 

Along with illness or accident, other reasons for taking family emergency leave are the birth or adoption of a child. Employees may want to use their vacation time for emergency leave. Otherwise, the leave may be without pay. ",Respectful
11/15/2020 19:36:11,"The tone of the letter should be respectful as well as convincing. It is not recommended to go on at length about a horrible accident or illness. However, it is important to give details about the reason for the emergency leave request. 

Even though an emergency leave cannot be planned, it should contain specific dates. For example, the person may want to leave the office immediately, but they should give a date for when they plan to return. ",Respectful
11/15/2020 19:36:37,"In some cases, it may not be possible to give a return date, but the employee should try to select a return date even if it is longer than needed. They may only need two days to take care of the emergency, or they may need two weeks. 

Below is a sample family emergency leave letter. It should be written in a formal business-letter style and delivered by hand to the person concerned. As with all formal communication, it is recommended for the employee to keep a copy of the letter in his or her files. ",Respectful
11/15/2020 19:37:02,"This letter is to inform you that I need to take emergency leave starting today. My daughter just called me to inform me that my wife collapsed in the grocery store and has been taken to Name of Hospital. 


 
I need to go to the hospital as soon as possible. I don’t as yet know if she is seriously ill, and will inform you as soon as I can.

I plan to return to work the day after tomorrow on DATE because I need a day to arrange for someone to come live in our home for a few days until my wife is discharged from the hospital. 

I have informed my colleagues of my situation and am assured that my work will not suffer during this time. I can be reached at Phone Number at any time if you have any questions or would like more information. I can also be reached at Email Address. 

Thank you for your consideration at this unsettling time. I look forward to receiving a positive response. ",Urgent
